device_id,temperature,humidity,aqi,timestamp
ESP32_NODE_01,30.16,61.66,58,2026-05-27 11:00:00
ESP32_NODE_01,30.63,59.99,63,2026-05-27 11:10:00
ESP32_NODE_01,30.03,57.91,63,2026-05-27 11:20:00
ESP32_NODE_01,30.4,58.06,59,2026-05-27 11:30:00
ESP32_NODE_01,31.04,56.74,63,2026-05-27 11:40:00
ESP32_NODE_01,31.49,54.88,60,2026-05-27 11:50:00
ESP32_NODE_01,30.67,56.11,58,2026-05-27 12:00:00
ESP32_NODE_01,31.74,56.15,53,2026-05-27 12:10:00
ESP32_NODE_01,31.11,57.59,56,2026-05-27 12:20:00
ESP32_NODE_01,32.19,57.48,53,2026-05-27 12:30:00
ESP32_NODE_01,31.71,58.71,58,2026-05-27 12:40:00
ESP32_NODE_01,32.57,56.89,55,2026-05-27 12:50:00
ESP32_NODE_01,32.56,58.05,57,2026-05-27 13:00:00
ESP32_NODE_01,31.93,59.29,63,2026-05-27 13:10:00
ESP32_NODE_01,32.84,60.04,127,2026-05-27 13:20:00
ESP32_NODE_01,32.47,59.88,164,2026-05-27 13:30:00
ESP32_NODE_01,32.26,59.89,176,2026-05-27 13:40:00
ESP32_NODE_01,32.72,57.84,208,2026-05-27 13:50:00
ESP32_NODE_01,33.21,58.72,210,2026-05-27 14:00:00
ESP32_NODE_01,32.77,57.16,208,2026-05-27 14:10:00
ESP32_NODE_01,32.76,56.75,228,2026-05-27 14:20:00
ESP32_NODE_01,32.78,54.47,244,2026-05-27 14:30:00
ESP32_NODE_01,33.1,56.32,231,2026-05-27 14:40:00
ESP32_NODE_01,32.84,57.14,193,2026-05-27 14:50:00
ESP32_NODE_01,32.57,58.32,155,2026-05-27 15:00:00
ESP32_NODE_01,32.95,57.76,133,2026-05-27 15:10:00
ESP32_NODE_01,33.54,58.08,114,2026-05-27 15:20:00
ESP32_NODE_01,33.52,59.09,102,2026-05-27 15:30:00
ESP32_NODE_01,32.49,59.98,93,2026-05-27 15:40:00
ESP32_NODE_01,32.68,59.91,82,2026-05-27 15:50:00
ESP32_NODE_01,33.03,58.54,73,2026-05-27 16:00:00
ESP32_NODE_01,32.84,57.5,68,2026-05-27 16:10:00
ESP32_NODE_01,32.32,58.2,64,2026-05-27 16:20:00
ESP32_NODE_01,32.51,58.33,66,2026-05-27 16:30:00
ESP32_NODE_01,33.02,58.62,62,2026-05-27 16:40:00
ESP32_NODE_01,32.55,58.46,66,2026-05-27 16:50:00
ESP32_NODE_01,31.91,57.16,61,2026-05-27 17:00:00
ESP32_NODE_01,31.55,58.8,64,2026-05-27 17:10:00
ESP32_NODE_01,31.9,59.76,65,2026-05-27 17:20:00
ESP32_NODE_01,31.66,58.65,66,2026-05-27 17:30:00
ESP32_NODE_01,32.1,59.5,67,2026-05-27 17:40:00
ESP32_NODE_01,31.12,60.12,65,2026-05-27 17:50:00
ESP32_NODE_01,31.35,61.07,60,2026-05-27 18:00:00
ESP32_NODE_01,31.05,60.37,58,2026-05-27 18:10:00
ESP32_NODE_01,31.2,59.4,63,2026-05-27 18:20:00
ESP32_NODE_01,30.6,60.5,58,2026-05-27 18:30:00
ESP32_NODE_01,30.91,59.58,62,2026-05-27 18:40:00
ESP32_NODE_01,30.0,60.21,59,2026-05-27 18:50:00
ESP32_NODE_01,29.97,60.5,58,2026-05-27 19:00:00
ESP32_NODE_01,30.28,58.17,57,2026-05-27 19:10:00
ESP32_NODE_01,29.16,56.86,56,2026-05-27 19:20:00
ESP32_NODE_01,29.3,55.13,56,2026-05-27 19:30:00
ESP32_NODE_01,29.42,57.17,107,2026-05-27 19:40:00
ESP32_NODE_01,29.38,56.33,143,2026-05-27 19:50:00
ESP32_NODE_01,29.0,56.61,181,2026-05-27 20:00:00
ESP32_NODE_01,28.82,56.67,190,2026-05-27 20:10:00
ESP32_NODE_01,27.95,57.55,218,2026-05-27 20:20:00
ESP32_NODE_01,28.23,59.27,243,2026-05-27 20:30:00
ESP32_NODE_01,28.05,59.44,246,2026-05-27 20:40:00
ESP32_NODE_01,27.22,60.79,234,2026-05-27 20:50:00
ESP32_NODE_01,26.84,60.33,236,2026-05-27 21:00:00
ESP32_NODE_01,26.52,61.96,240,2026-05-27 21:10:00
ESP32_NODE_01,26.49,62.54,200,2026-05-27 21:20:00
ESP32_NODE_01,25.93,60.38,160,2026-05-27 21:30:00
ESP32_NODE_01,25.44,59.32,136,2026-05-27 21:40:00
ESP32_NODE_01,25.43,59.33,122,2026-05-27 21:50:00
ESP32_NODE_01,25.45,58.46,107,2026-05-27 22:00:00
ESP32_NODE_01,25.8,59.53,92,2026-05-27 22:10:00
ESP32_NODE_01,24.77,60.0,85,2026-05-27 22:20:00
ESP32_NODE_01,25.24,59.53,76,2026-05-27 22:30:00
ESP32_NODE_01,24.62,61.03,74,2026-05-27 22:40:00
ESP32_NODE_01,24.04,61.79,73,2026-05-27 22:50:00
ESP32_NODE_01,24.13,59.85,72,2026-05-27 23:00:00
ESP32_NODE_01,23.31,60.72,123,2026-05-27 23:10:00
ESP32_NODE_01,24.16,61.32,169,2026-05-27 23:20:00
ESP32_NODE_01,23.32,62.32,203,2026-05-27 23:30:00
ESP32_NODE_01,23.56,62.36,214,2026-05-27 23:40:00
ESP32_NODE_01,23.27,61.34,238,2026-05-27 23:50:00
ESP32_NODE_01,22.31,63.05,232,2026-05-28 00:00:00
ESP32_NODE_01,22.76,62.44,223,2026-05-28 00:10:00
ESP32_NODE_01,22.07,61.33,181,2026-05-28 00:20:00
ESP32_NODE_01,22.75,62.27,146,2026-05-28 00:30:00
ESP32_NODE_01,22.67,60.61,124,2026-05-28 00:40:00
ESP32_NODE_01,22.3,61.66,108,2026-05-28 00:50:00
ESP32_NODE_01,22.21,60.18,98,2026-05-28 01:00:00
ESP32_NODE_01,21.5,60.96,89,2026-05-28 01:10:00
ESP32_NODE_01,21.53,62.28,84,2026-05-28 01:20:00
ESP32_NODE_01,21.23,61.45,75,2026-05-28 01:30:00
ESP32_NODE_01,20.96,61.92,68,2026-05-28 01:40:00
ESP32_NODE_01,20.99,62.11,71,2026-05-28 01:50:00
ESP32_NODE_01,21.29,61.43,65,2026-05-28 02:00:00
ESP32_NODE_01,20.87,60.49,94,2026-05-28 02:10:00
ESP32_NODE_01,20.61,60.17,150,2026-05-28 02:20:00
ESP32_NODE_01,21.41,59.05,155,2026-05-28 02:30:00
ESP32_NODE_01,21.05,59.09,193,2026-05-28 02:40:00
ESP32_NODE_01,21.5,58.16,192,2026-05-28 02:50:00
ESP32_NODE_01,21.15,59.7,197,2026-05-28 03:00:00
ESP32_NODE_01,21.6,58.56,202,2026-05-28 03:10:00
ESP32_NODE_01,20.98,59.7,221,2026-05-28 03:20:00
ESP32_NODE_01,20.97,61.92,182,2026-05-28 03:30:00
ESP32_NODE_01,21.06,62.44,156,2026-05-28 03:40:00
ESP32_NODE_01,20.72,63.7,130,2026-05-28 03:50:00
ESP32_NODE_01,20.76,62.67,109,2026-05-28 04:00:00
ESP32_NODE_01,21.23,63.54,92,2026-05-28 04:10:00
ESP32_NODE_01,21.17,,80,2026-05-28 04:20:00
ESP32_NODE_01,21.2,61.84,76,2026-05-28 04:30:00
ESP32_NODE_01,21.99,60.77,69,2026-05-28 04:40:00
ESP32_NODE_01,21.32,60.22,62,2026-05-28 04:50:00
ESP32_NODE_01,22.22,60.96,66,2026-05-28 05:00:00
ESP32_NODE_01,21.93,61.12,63,2026-05-28 05:10:00
ESP32_NODE_01,21.87,61.55,64,2026-05-28 05:20:00
ESP32_NODE_01,22.77,62.58,58,2026-05-28 05:30:00
ESP32_NODE_01,22.14,63.3,59,2026-05-28 05:40:00
ESP32_NODE_01,22.06,64.27,60,2026-05-28 05:50:00
ESP32_NODE_01,23.14,62.62,60,2026-05-28 06:00:00
ESP32_NODE_01,22.74,64.54,63,2026-05-28 06:10:00
ESP32_NODE_01,23.77,63.95,60,2026-05-28 06:20:00
ESP32_NODE_01,22.94,62.31,60,2026-05-28 06:30:00
ESP32_NODE_01,23.82,61.76,56,2026-05-28 06:40:00
ESP32_NODE_01,23.35,60.77,59,2026-05-28 06:50:00
ESP32_NODE_01,24.5,62.07,108,2026-05-28 07:00:00
ESP32_NODE_01,23.92,61.4,153,2026-05-28 07:10:00
ESP32_NODE_01,24.84,60.08,184,2026-05-28 07:20:00
ESP32_NODE_01,24.7,60.96,192,2026-05-28 07:30:00
ESP32_NODE_01,25.14,59.81,195,2026-05-28 07:40:00
ESP32_NODE_01,25.32,58.24,230,2026-05-28 07:50:00
ESP32_NODE_01,25.47,56.98,247,2026-05-28 08:00:00
ESP32_NODE_01,26.03,57.4,243,2026-05-28 08:10:00
ESP32_NODE_01,26.6,56.63,245,2026-05-28 08:20:00
ESP32_NODE_01,26.79,57.02,263,2026-05-28 08:30:00
ESP32_NODE_01,26.28,58.53,217,2026-05-28 08:40:00
ESP32_NODE_01,26.82,59.87,176,2026-05-28 08:50:00
ESP32_NODE_01,27.17,61.69,143,2026-05-28 09:00:00
ESP32_NODE_01,27.38,60.59,123,2026-05-28 09:10:00
ESP32_NODE_01,27.54,59.54,109,2026-05-28 09:20:00
ESP32_NODE_01,27.94,58.25,92,2026-05-28 09:30:00
ESP32_NODE_01,28.41,58.99,83,2026-05-28 09:40:00
ESP32_NODE_01,28.57,60.05,77,2026-05-28 09:50:00
ESP32_NODE_01,28.07,59.75,77,2026-05-28 10:00:00
ESP32_NODE_01,29.32,59.09,72,2026-05-28 10:10:00
ESP32_NODE_01,29.39,58.4,66,2026-05-28 10:20:00
ESP32_NODE_01,29.33,60.06,66,2026-05-28 10:30:00
ESP32_NODE_01,29.79,60.94,68,2026-05-28 10:40:00
ESP32_NODE_01,29.7,59.56,69,2026-05-28 10:50:00
ESP32_NODE_01,30.52,57.17,68,2026-05-28 11:00:00
ESP32_NODE_01,30.8,58.95,65,2026-05-28 11:10:00
ESP32_NODE_01,30.03,59.1,63,2026-05-28 11:20:00
ESP32_NODE_01,30.96,60.19,65,2026-05-28 11:30:00
ESP32_NODE_01,30.68,59.04,64,2026-05-28 11:40:00
ESP32_NODE_01,31.21,59.67,59,2026-05-28 11:50:00
ESP32_NODE_01,31.76,59.45,63,2026-05-28 12:00:00
ESP32_NODE_01,31.07,58.7,60,2026-05-28 12:10:00
ESP32_NODE_01,31.08,59.45,62,2026-05-28 12:20:00
ESP32_NODE_01,31.43,58.59,62,2026-05-28 12:30:00
ESP32_NODE_01,32.16,57.7,65,2026-05-28 12:40:00
ESP32_NODE_01,31.78,56.83,61,2026-05-28 12:50:00
ESP32_NODE_01,32.36,56.78,59,2026-05-28 13:00:00
ESP32_NODE_01,32.97,57.0,60,2026-05-28 13:10:00
ESP32_NODE_01,32.74,57.56,61,2026-05-28 13:20:00
ESP32_NODE_01,32.62,58.69,64,2026-05-28 13:30:00
ESP32_NODE_01,32.85,57.41,64,2026-05-28 13:40:00
ESP32_NODE_01,33.01,57.78,66,2026-05-28 13:50:00
ESP32_NODE_01,33.03,58.82,63,2026-05-28 14:00:00
ESP32_NODE_01,32.87,58.44,58,2026-05-28 14:10:00
ESP32_NODE_01,32.74,58.79,55,2026-05-28 14:20:00
ESP32_NODE_01,33.08,59.95,60,2026-05-28 14:30:00
ESP32_NODE_01,33.45,58.03,60,2026-05-28 14:40:00
ESP32_NODE_01,33.44,58.36,56,2026-05-28 14:50:00
ESP32_NODE_01,33.64,56.19,61,2026-05-28 15:00:00
ESP32_NODE_01,33.34,57.74,64,2026-05-28 15:10:00
ESP32_NODE_01,32.9,58.36,96,2026-05-28 15:20:00
ESP32_NODE_01,33.33,56.71,132,2026-05-28 15:30:00
ESP32_NODE_01,32.84,57.02,161,2026-05-28 15:40:00
ESP32_NODE_01,33.47,55.83,189,2026-05-28 15:50:00
ESP32_NODE_01,33.04,55.4,213,2026-05-28 16:00:00
ESP32_NODE_01,32.35,53.45,211,2026-05-28 16:10:00
ESP32_NODE_01,32.26,52.56,221,2026-05-28 16:20:00
ESP32_NODE_01,32.47,54.64,235,2026-05-28 16:30:00
ESP32_NODE_01,32.63,55.49,193,2026-05-28 16:40:00
ESP32_NODE_01,32.81,55.76,158,2026-05-28 16:50:00
ESP32_NODE_01,32.51,54.42,131,2026-05-28 17:00:00
ESP32_NODE_01,31.98,56.4,117,2026-05-28 17:10:00
ESP32_NODE_01,32.17,54.38,107,2026-05-28 17:20:00
ESP32_NODE_01,32.39,55.7,93,2026-05-28 17:30:00
ESP32_NODE_01,31.85,57.46,83,2026-05-28 17:40:00
ESP32_NODE_01,32.1,58.2,80,2026-05-28 17:50:00
ESP32_NODE_01,31.4,58.11,73,2026-05-28 18:00:00
ESP32_NODE_01,31.47,58.83,67,2026-05-28 18:10:00
ESP32_NODE_01,31.53,60.23,68,2026-05-28 18:20:00
ESP32_NODE_01,30.27,61.09,65,2026-05-28 18:30:00
ESP32_NODE_01,30.88,60.64,98,2026-05-28 18:40:00
ESP32_NODE_01,30.34,60.94,138,2026-05-28 18:50:00
ESP32_NODE_01,30.11,58.68,171,2026-05-28 19:00:00
ESP32_NODE_01,29.31,59.56,203,2026-05-28 19:10:00
ESP32_NODE_01,29.58,60.99,199,2026-05-28 19:20:00
ESP32_NODE_01,29.27,61.13,216,2026-05-28 19:30:00
ESP32_NODE_01,28.63,58.91,173,2026-05-28 19:40:00
ESP32_NODE_01,28.63,59.23,143,2026-05-28 19:50:00
ESP32_NODE_01,29.24,59.02,123,2026-05-28 20:00:00
ESP32_NODE_01,27.91,59.69,109,2026-05-28 20:10:00
ESP32_NODE_01,28.46,60.26,96,2026-05-28 20:20:00
ESP32_NODE_01,27.55,59.33,86,2026-05-28 20:30:00
ESP32_NODE_01,27.13,58.94,78,2026-05-28 20:40:00
ESP32_NODE_01,26.94,60.62,77,2026-05-28 20:50:00
ESP32_NODE_01,26.61,58.78,76,2026-05-28 21:00:00
ESP32_NODE_01,26.9,59.14,70,2026-05-28 21:10:00
ESP32_NODE_01,26.12,58.61,70,2026-05-28 21:20:00
ESP32_NODE_01,26.75,59.55,69,2026-05-28 21:30:00
ESP32_NODE_01,25.88,59.89,68,2026-05-28 21:40:00
ESP32_NODE_01,25.47,58.34,65,2026-05-28 21:50:00
ESP32_NODE_01,25.86,58.84,67,2026-05-28 22:00:00
ESP32_NODE_01,25.86,60.25,67,2026-05-28 22:10:00
ESP32_NODE_01,24.48,62.05,63,2026-05-28 22:20:00
ESP32_NODE_01,24.42,62.68,60,2026-05-28 22:30:00
ESP32_NODE_01,23.97,63.94,59,2026-05-28 22:40:00
ESP32_NODE_01,23.9,64.08,62,2026-05-28 22:50:00
ESP32_NODE_01,23.76,63.35,60,2026-05-28 23:00:00
ESP32_NODE_01,24.14,64.12,56,2026-05-28 23:10:00
ESP32_NODE_01,23.12,62.42,59,2026-05-28 23:20:00
ESP32_NODE_01,23.17,62.98,58,2026-05-28 23:30:00
ESP32_NODE_01,22.97,63.86,58,2026-05-28 23:40:00
ESP32_NODE_01,22.79,64.32,60,2026-05-28 23:50:00
ESP32_NODE_01,22.31,63.63,55,2026-05-29 00:00:00
ESP32_NODE_01,22.44,62.3,54,2026-05-29 00:10:00
ESP32_NODE_01,22.3,60.37,52,2026-05-29 00:20:00
ESP32_NODE_01,22.2,61.53,58,2026-05-29 00:30:00
ESP32_NODE_01,22.55,59.94,54,2026-05-29 00:40:00
ESP32_NODE_01,21.46,62.12,56,2026-05-29 00:50:00
ESP32_NODE_01,21.99,63.06,53,2026-05-29 01:00:00
ESP32_NODE_01,21.21,62.41,56,2026-05-29 01:10:00
ESP32_NODE_01,22.06,64.14,60,2026-05-29 01:20:00
ESP32_NODE_01,21.25,64.39,59,2026-05-29 01:30:00
ESP32_NODE_01,21.24,63.6,56,2026-05-29 01:40:00
ESP32_NODE_01,21.39,62.01,61,2026-05-29 01:50:00
ESP32_NODE_01,21.13,63.14,64,2026-05-29 02:00:00
ESP32_NODE_01,20.93,61.8,64,2026-05-29 02:10:00
ESP32_NODE_01,21.51,62.63,66,2026-05-29 02:20:00
ESP32_NODE_01,21.15,63.78,64,2026-05-29 02:30:00
ESP32_NODE_01,21.64,63.93,64,2026-05-29 02:40:00
ESP32_NODE_01,21.55,64.33,59,2026-05-29 02:50:00
ESP32_NODE_01,21.04,63.42,55,2026-05-29 03:00:00
ESP32_NODE_01,21.12,62.68,52,2026-05-29 03:10:00
ESP32_NODE_01,21.53,61.06,57,2026-05-29 03:20:00
ESP32_NODE_01,21.3,61.43,58,2026-05-29 03:30:00
ESP32_NODE_01,21.55,63.28,62,2026-05-29 03:40:00
ESP32_NODE_01,21.43,62.56,58,2026-05-29 03:50:00
ESP32_NODE_01,20.79,61.15,57,2026-05-29 04:00:00
ESP32_NODE_01,21.64,61.46,55,2026-05-29 04:10:00
ESP32_NODE_01,21.4,61.49,53,2026-05-29 04:20:00
ESP32_NODE_01,21.41,60.89,53,2026-05-29 04:30:00
ESP32_NODE_01,21.79,62.36,50,2026-05-29 04:40:00
ESP32_NODE_01,21.3,63.22,55,2026-05-29 04:50:00
ESP32_NODE_01,22.1,64.77,55,2026-05-29 05:00:00
ESP32_NODE_01,22.15,63.02,61,2026-05-29 05:10:00
ESP32_NODE_01,22.43,62.51,65,2026-05-29 05:20:00
ESP32_NODE_01,22.12,62.04,67,2026-05-29 05:30:00
ESP32_NODE_01,22.72,63.39,67,2026-05-29 05:40:00
ESP32_NODE_01,22.72,63.8,64,2026-05-29 05:50:00
ESP32_NODE_01,22.7,62.28,67,2026-05-29 06:00:00
ESP32_NODE_01,23.04,61.14,61,2026-05-29 06:10:00
ESP32_NODE_01,23.67,59.6,64,2026-05-29 06:20:00
ESP32_NODE_01,23.92,58.0,66,2026-05-29 06:30:00
ESP32_NODE_01,23.23,58.08,68,2026-05-29 06:40:00
ESP32_NODE_01,24.22,59.75,65,2026-05-29 06:50:00
ESP32_NODE_01,24.01,60.68,63,2026-05-29 07:00:00
ESP32_NODE_01,24.09,61.74,63,2026-05-29 07:10:00
ESP32_NODE_01,24.35,62.85,65,2026-05-29 07:20:00
ESP32_NODE_01,24.66,64.31,64,2026-05-29 07:30:00
ESP32_NODE_01,24.8,63.28,67,2026-05-29 07:40:00
ESP32_NODE_01,25.69,63.97,63,2026-05-29 07:50:00
ESP32_NODE_01,25.73,64.84,58,2026-05-29 08:00:00
ESP32_NODE_01,26.23,65.43,61,2026-05-29 08:10:00
ESP32_NODE_01,25.8,66.2,60,2026-05-29 08:20:00
ESP32_NODE_01,26.87,64.0,59,2026-05-29 08:30:00
ESP32_NODE_01,26.03,61.55,56,2026-05-29 08:40:00
ESP32_NODE_01,27.45,60.58,62,2026-05-29 08:50:00
ESP32_NODE_01,27.53,60.85,58,2026-05-29 09:00:00
ESP32_NODE_01,27.13,61.84,55,2026-05-29 09:10:00
ESP32_NODE_01,27.89,61.08,84,2026-05-29 09:20:00
ESP32_NODE_01,27.48,62.44,128,2026-05-29 09:30:00
ESP32_NODE_01,28.49,60.66,143,2026-05-29 09:40:00
ESP32_NODE_01,28.59,60.68,158,2026-05-29 09:50:00
ESP32_NODE_01,28.67,60.35,134,2026-05-29 10:00:00
ESP32_NODE_01,29.19,59.02,153,2026-05-29 10:10:00
ESP32_NODE_01,29.37,57.04,190,2026-05-29 10:20:00
ESP32_NODE_01,29.45,57.04,222,2026-05-29 10:30:00
ESP32_NODE_01,29.53,56.88,239,2026-05-29 10:40:00
ESP32_NODE_01,29.6,54.92,250,2026-05-29 10:50:00
ESP32_NODE_01,30.4,55.61,262,2026-05-29 11:00:00
ESP32_NODE_01,30.15,53.89,215,2026-05-29 11:10:00
ESP32_NODE_01,30.18,55.36,178,2026-05-29 11:20:00
ESP32_NODE_01,30.93,56.65,151,2026-05-29 11:30:00
ESP32_NODE_01,30.93,55.67,125,2026-05-29 11:40:00
ESP32_NODE_01,30.63,57.44,114,2026-05-29 11:50:00
ESP32_NODE_01,31.42,56.13,97,2026-05-29 12:00:00
ESP32_NODE_01,31.38,57.13,86,2026-05-29 12:10:00
ESP32_NODE_01,31.27,56.34,82,2026-05-29 12:20:00
ESP32_NODE_01,32.36,55.61,77,2026-05-29 12:30:00
ESP32_NODE_01,32.04,57.18,75,2026-05-29 12:40:00
ESP32_NODE_01,32.46,55.08,75,2026-05-29 12:50:00
ESP32_NODE_01,32.38,54.28,73,2026-05-29 13:00:00
ESP32_NODE_01,32.22,54.74,71,2026-05-29 13:10:00
ESP32_NODE_01,32.39,52.87,67,2026-05-29 13:20:00
ESP32_NODE_01,33.27,52.11,70,2026-05-29 13:30:00
ESP32_NODE_01,32.26,53.03,70,2026-05-29 13:40:00
ESP32_NODE_01,33.07,54.98,69,2026-05-29 13:50:00
ESP32_NODE_01,33.26,52.94,69,2026-05-29 14:00:00
ESP32_NODE_01,32.83,52.65,68,2026-05-29 14:10:00
ESP32_NODE_01,33.25,54.62,69,2026-05-29 14:20:00
ESP32_NODE_01,33.17,54.62,68,2026-05-29 14:30:00
ESP32_NODE_01,32.81,53.01,66,2026-05-29 14:40:00
ESP32_NODE_01,32.99,53.4,62,2026-05-29 14:50:00
ESP32_NODE_01,33.07,55.47,66,2026-05-29 15:00:00
ESP32_NODE_01,33.12,53.73,64,2026-05-29 15:10:00
ESP32_NODE_01,33.59,53.48,65,2026-05-29 15:20:00
ESP32_NODE_01,33.5,52.77,59,2026-05-29 15:30:00
ESP32_NODE_01,33.09,54.51,61,2026-05-29 15:40:00
ESP32_NODE_01,33.5,54.93,61,2026-05-29 15:50:00
ESP32_NODE_01,32.47,53.65,64,2026-05-29 16:00:00
ESP32_NODE_01,32.29,54.01,66,2026-05-29 16:10:00
ESP32_NODE_01,32.83,54.47,63,2026-05-29 16:20:00
ESP32_NODE_01,33.28,55.25,65,2026-05-29 16:30:00
ESP32_NODE_01,32.96,53.36,65,2026-05-29 16:40:00
ESP32_NODE_01,32.4,54.25,67,2026-05-29 16:50:00
ESP32_NODE_01,32.67,54.81,70,2026-05-29 17:00:00
ESP32_NODE_01,32.12,56.44,64,2026-05-29 17:10:00
ESP32_NODE_01,31.63,54.89,65,2026-05-29 17:20:00
ESP32_NODE_01,31.71,56.68,67,2026-05-29 17:30:00
ESP32_NODE_01,31.43,57.0,62,2026-05-29 17:40:00
ESP32_NODE_01,31.32,56.89,58,2026-05-29 17:50:00
ESP32_NODE_01,31.91,55.2,61,2026-05-29 18:00:00
ESP32_NODE_01,31.32,56.59,64,2026-05-29 18:10:00
ESP32_NODE_01,30.43,54.7,64,2026-05-29 18:20:00
ESP32_NODE_01,30.97,55.9,64,2026-05-29 18:30:00
ESP32_NODE_01,30.58,56.42,68,2026-05-29 18:40:00
ESP32_NODE_01,30.34,57.59,64,2026-05-29 18:50:00
ESP32_NODE_01,29.63,55.7,63,2026-05-29 19:00:00
ESP32_NODE_01,29.56,56.28,64,2026-05-29 19:10:00
ESP32_NODE_01,29.96,57.75,59,2026-05-29 19:20:00
ESP32_NODE_01,29.28,57.88,59,2026-05-29 19:30:00
ESP32_NODE_01,28.91,56.78,57,2026-05-29 19:40:00
ESP32_NODE_01,28.81,57.33,62,2026-05-29 19:50:00
ESP32_NODE_01,28.29,56.7,59,2026-05-29 20:00:00
ESP32_NODE_01,28.76,56.8,60,2026-05-29 20:10:00
